Gene	F56	F91	F101	F98	F26	F54	F11	F40	F17	F52	F34	F82	F74	F22	F53	F75	F36	F92	F63	F64	F59	F69	O1	F89	F67	F104	F31	F68	F16	F76	F15	F47	F14	F42	F21	F50	F32	F87	F25	F58	F39	F61	F12	F60	F100	F23	F70	F37	F84	F20	F95	F90	F30	F79	F94	F71	F102	F44	F103	F18	F45	F33	F88	F19	F51	F65	F93	F29	F81	F49	F38	F83	F27	F55	F43	F97	F96	F28	F62	F99	F35	F78	F85	F86	F57	F13	F41	F48	F24	F80	F66	F72	F73	F77
VanR-B 1_AF192329	0	0	0	6	6	0	4	0	4	4	0	2	4	0	2	0	0	0	0	8	2	6	2	0	2	0	2	0	0	2	2	2	0	0	0	4	0	2	2	0	6	0	0	2	0	0	2	0	2	2	2	0	0	2	0	2	0	0	0	0	0	0	2	0	0	4	4	0	0	2	0	0	4	8	6	8	2	0	0	2	6	0	0	0	0	8	0	2	0	2	0	0	2	0
VanR-G 1_AY271782	0	0	2	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	2	0	2	2	0	2	0	0	0	0	0	0
VanS-B 1_AF192329	6	0	6	2	4	0	2	12	12	4	0	4	6	4	4	12	0	0	8	20	8	2	6	10	6	0	2	8	4	18	8	8	6	4	4	4	0	2	6	2	10	2	12	8	0	2	6	2	0	4	2	0	6	0	0	14	0	0	4	6	2	4	8	6	2	4	4	0	0	8	0	0	12	6	54	4	2	12	12	0	0	14	4	0	12	22	2	8	2	0	8	2	4	4
VanS-G 1_AY271782	0	0	0	0	0	0	0	0	2	4	8	0	2	0	2	0	2	4	2	10	0	2	0	0	4	0	0	0	2	0	2	4	0	0	4	0	0	0	0	0	0	0	0	6	0	0	6	0	0	2	0	0	2	0	0	2	0	0	2	2	2	6	4	0	0	10	4	0	4	2	0	0	6	0	2	0	2	0	0	0	0	4	4	0	6	0	2	2	0	0	0	0	0	0
VanT-C 2_EU151752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
VanT-G 1_AY271782	60	38	28	14	116	54	10	106	62	82	56	10	106	8	50	72	6	40	108	106	52	52	56	74	88	36	32	58	6	174	36	84	34	10	60	82	76	46	64	50	44	54	62	74	34	32	110	10	62	16	46	32	26	32	52	152	42	22	40	34	22	54	70	32	20	386	36	62	56	184	0	10	42	20	78	16	116	80	72	14	46	162	14	26	154	16	86	68	30	26	118	28	100	220
VanU-G 1_AY271782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VanW-B 1_AF192329	2	0	2	0	2	0	2	2	12	0	0	0	6	0	4	4	0	0	0	2	6	2	2	4	2	0	2	0	2	2	0	2	0	0	2	0	4	0	0	2	0	2	8	2	2	4	2	0	0	2	0	2	0	0	2	2	0	0	0	2	0	4	2	2	0	0	0	0	0	2	0	0	2	0	10	0	2	2	0	0	4	6	2	0	10	2	2	2	2	0	2	0	6	0
VanW-G 1_AY271782	6	6	8	6	16	4	8	16	18	10	12	4	24	6	0	12	2	12	8	16	6	12	8	18	14	8	10	14	4	14	8	8	12	2	20	6	6	10	16	8	6	8	8	6	4	8	6	0	8	4	2	4	0	12	10	16	6	6	2	4	2	6	18	14	0	46	22	16	14	32	0	2	10	4	16	4	26	8	12	0	2	34	4	6	10	4	6	18	10	0	24	4	20	18
VanX-B 1_AF192329	0	0	0	2	0	2	0	2	10	2	4	0	4	2	4	0	0	2	4	6	2	0	0	2	2	0	0	2	0	4	2	0	2	0	2	0	0	4	0	0	0	6	6	2	2	2	0	0	2	2	2	2	0	0	2	0	4	4	0	4	0	0	4	6	0	2	4	0	0	2	0	0	0	0	6	0	2	6	4	2	0	4	2	0	2	12	0	4	8	2	2	0	2	2
VanX-D 4_AY489045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
VanXY-G 1_AY271782	6	6	10	2	12	6	0	12	4	6	2	0	36	2	6	8	0	20	16	28	20	4	10	14	18	10	22	14	10	22	6	14	10	0	18	10	14	6	12	2	14	4	8	8	12	8	20	0	14	4	0	4	4	12	4	34	4	8	2	4	2	4	10	6	2	86	12	18	24	10	0	0	14	8	4	12	6	22	8	8	6	24	6	2	28	12	2	8	4	12	18	6	24	22
VanY-B 1_AF192329	2	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	2	20	10	0	4	0	4	0	0	0	2	0	2	2	2	4	0	2	0	4	0	4	0	2	2	6	8	0	0	0	2	2	2	0	0	0	2	2	0	0	0	0	2	4	0	6	0	0	6	2	2	4	0	0	0	0	30	8	6	10	2	0	0	2	2	0	8	4	2	4	0	2	0	0	2	0
VanY-G 1_DQ212986	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	10	0	0	0	2	0	2	0	0	0	0	2	0	2	2	6	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
aac(3)-IIa 1_X51534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
aac(3)-IId 1_EU022314	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
aac(3)-IIe 1_EU022315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(3)-IVa 1_X01385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(3)-Ib-aac(6 )-Ib_1_AF355189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(3)-Ib 1_L06157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
aac(6 )-IIa_1_M29695	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(6 )-Ib_1_M21682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(6 )-Im_1_AF337947	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	4	6	4	0	0	4	6	0	4	0	0	0	0	0	0	0	0	0	0	2	2	0	0	4	2	0	0	0	2	0	0	2	0	0	4	0	2	2	0	0	2	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	2	0	0	2	0	2	0	2	4	0	0	2	0
aac(6 )-aph(2__)_1_M13771	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0
aac(6 )Ib-cr_1_DQ303918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aac(6 )Ib-cr_2_EF636461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aacA4 1_KM278199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aadA10 1_U37105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
aadA11 1_AY144590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aadA12 1_AY665771	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0
aadA13 1_AY713504	0	2	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	2
aadA15 1_DQ393783	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
aadA16 1_EU675686	2	0	0	0	0	0	0	0	0	2	0	0	2	0	4	0	0	0	0	2	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
aadA17 1_FJ460181	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0
aadA1 1_X02340	2	2	0	0	2	0	0	0	0	0	0	0	10	0	2	0	0	6	6	10	6	0	2	4	8	0	0	2	0	16	0	4	0	0	2	0	2	2	0	0	0	2	2	2	6	0	2	2	2	0	0	0	4	0	4	6	0	2	2	0	0	4	2	2	2	8	0	0	2	10	0	0	4	2	0	0	12	2	4	0	0	6	0	0	8	2	4	4	2	4	6	2	2	0
aadA1 2_FJ591054	0	0	2	2	0	2	0	2	2	0	0	0	2	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	4	6	0	0	0	6	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	4	0	0	2	2	0	0	4	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	2	0
aadA1 2_JN815078	0	2	0	4	2	0	0	0	2	2	0	4	12	0	0	0	0	2	4	8	2	4	0	2	2	0	0	0	0	2	4	0	0	2	2	0	0	4	0	0	0	2	0	0	4	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	4	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	4	0	2	0	0	0	2	2	4
aadA1 3_JQ414041	2	0	2	4	0	0	0	0	2	4	0	0	10	0	0	0	0	0	0	6	2	0	0	0	2	0	0	0	2	0	0	0	0	0	8	2	2	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	8	0	0	2	0	0	0	4	0	0	0	4	2	0	2	4	4	4	0	0	0	0	0	4	0
aadA1 4_M95287	2	0	4	10	0	0	0	0	2	4	0	0	26	0	0	6	2	8	0	38	4	0	0	0	0	0	0	0	0	16	0	0	4	4	2	2	0	0	0	0	2	0	0	0	0	0	4	2	6	4	0	0	0	0	0	2	0	0	2	4	0	0	0	0	0	6	4	0	0	0	0	0	0	0	8	4	2	0	0	2	0	4	0	0	8	2	2	6	2	0	0	0	0	0
aadA1 5_JQ480156	0	2	0	0	0	2	0	0	2	2	0	2	8	2	0	0	0	4	0	10	4	2	0	2	4	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	2	0	0	6	2	0	0	0	0	0	2	0	0	2	2	2	0	4	0	0	0	2	0	2	2	0	2	0	0	2	0	0	6	2	4	0	2	0	2	2	0	0
aadA1 5_JX185132	0	0	0	2	0	2	0	0	2	4	0	2	16	4	0	0	0	0	0	10	2	0	0	0	8	0	0	0	0	4	0	4	0	0	2	2	10	0	0	0	2	6	2	2	0	2	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	2	0	4	0	6	2	2	4	6	0	0	4	0	0	0	4	0	0	0	0	6	0	0	6	0	0	2	2	2	4	4	2	0
aadA21 1_AY171244	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	4	0	0	0	0	0	0	2	2	0	0	0	0	2	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
aadA22 1_AM261837	0	2	2	0	0	0	0	0	2	2	0	0	10	2	2	0	0	0	0	4	2	0	0	2	0	0	0	0	0	0	4	0	0	2	0	4	0	0	0	2	0	0	2	0	0	0	2	0	2	0	0	0	0	2	0	0	0	2	2	0	0	0	2	2	0	2	0	2	0	2	0	0	0	0	0	2	8	0	0	0	0	0	0	0	2	0	2	4	0	0	0	0	0	0
aadA23 1_AJ809407	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	4	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	2	2	2	0	2	0	4	0	0	2	0	0	0	0	0	2	0	0	2	0	0	2
aadA24 1_AM711129	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	2	0	0
aadA2 1_X68227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	2	0	0	0	0	0	0
aadA2 2_JQ364967	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2
aadA3 1_AF047479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aadA4 1_Z50802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
aadA5 1_AF137361	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aadA6 1_AF140629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aadA7 1_AF224733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aadA8 1_AF326210	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aadA8b 1_AM040708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aadA9 1_AJ420072	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aadB 1_JN119852	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aadD 1_AF181950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aadE 1_KF421157	56	22	38	20	52	32	102	154	18	4	36	24	120	12	58	42	20	32	36	56	24	16	42	44	64	32	38	42	16	96	22	50	24	8	8	22	22	22	36	36	54	28	18	24	24	26	82	18	32	46	26	20	28	16	22	38	36	28	8	28	36	56	32	10	8	44	96	84	46	46	0	12	22	12	74	32	60	36	26	60	14	60	36	26	80	26	68	194	22	20	40	26	38	26
ampS 1_X80276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ant(3 _)-Ih-aac(6_)-IId_1_AF453998	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ant(6)-Ia 1_AF330699	60	46	132	100	100	42	78	204	18	34	66	42	232	8	84	126	14	80	96	228	110	50	48	46	128	44	56	86	24	234	34	106	18	16	8	20	60	60	60	48	78	52	18	52	68	26	76	14	34	64	76	26	28	54	58	144	52	28	62	64	24	118	74	24	28	196	172	90	70	196	4	16	38	32	98	32	142	92	82	30	52	138	50	32	212	32	80	120	28	18	84	20	70	38
ant(6)-Ib 1_FN594949	258	74	242	308	194	222	42	316	40	206	70	68	714	36	368	300	58	360	534	1544	410	92	98	252	666	150	226	306	54	664	58	522	68	88	38	130	388	310	140	388	124	220	46	232	276	26	486	120	210	68	200	104	122	122	138	468	106	78	152	34	114	328	410	22	116	730	252	442	406	584	22	78	46	80	566	138	514	328	476	90	54	400	176	104	676	72	368	254	36	32	122	46	118	64
aph(2 _)-Ib_1_AF337947	0	0	0	2	2	0	0	2	2	0	0	2	6	0	0	4	0	2	0	6	2	0	2	4	2	2	0	4	0	2	2	0	0	0	0	0	0	2	0	4	0	0	2	2	0	0	0	4	2	0	0	0	0	2	2	4	0	0	0	0	0	2	2	0	0	0	4	0	10	4	0	0	0	0	2	0	4	0	0	0	0	0	0	12	6	0	6	2	0	2	0	0	0	0
aph(2 _)-Ic_1_U51479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aph(2 _)-Id_1_AF016483	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aph(3 )-III_1_M26832	106	90	230	256	352	132	190	326	288	162	150	80	840	72	72	320	40	160	170	518	188	144	166	94	360	116	194	154	42	650	128	220	110	38	100	82	158	194	140	118	110	106	348	262	146	72	126	48	88	288	138	98	50	50	118	236	66	96	132	166	68	306	202	184	124	358	276	206	160	384	6	34	70	52	202	92	290	250	222	108	90	280	92	62	442	164	218	224	78	46	144	38	148	76
aph(3 )-IIa_1_X57709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
